"GEOID","medincome","total_pop1","fpl_100","fpl_100to150","median_rent","total_hholds1","hholds_snap","over16total_industry1","ag_industry","construct_industry","transpo_and_utilities_industry","total_commute1","drove_commute","pubtrans_total_commute","pubtrans_bus_commute","pubtrans_subway_commute","pubtrans_railroad_commute","pubtrans_ferry_commute","taxi_commute","bicycle_commute","walked_commute","workhome_commute","unemployed","under19_noinsurance","age19_34_noinsurance","age35_64_noinsurance","age65plus_noinsurance","hisplat_raceethnic","nonhispLat_white_raceethnic","nonhispLat_black_raceethnic","nonhispLat_amerindian_raceethnic","nonhispLat_asian_raceethnic","age65_plus","no_vehicles","time_to_work","median_age","geometry","fpl_150","not_insured","age65_plus_share"
"10312",97407,61392,3602,2937,1280,21318,3.73,28106,0.04,6.85,7.23,27715,73.34,22.19,16.16,2.89,1.17,1.97,0,0.02,0.99,2.92,4.75,199,375,582,151,11.34,81.18,0.84,0.15,5.32,1934,6.31,44.54,41.6,"MULTIPOLYGON (((-74.2114 40.55564, -74.20515 40.55735, -74.20639 40.5581, -74.20238 40.55935, -74.19991 40.56085, -74.19346 40.56619, -74.1941 40.56739, -74.1968 40.5755, -74.19796 40.57841, -74.19178 40.57618, -74.18688 40.57706, -74.18377 40.57361, -74.17904 40.5717, -74.17761 40.57075, -74.17531 40.56688, -74.17056 40.56684, -74.16961 40.56644, -74.16962 40.56624, -74.16594 40.567, -74.16481 40.56556, -74.16444 40.56525, -74.16499 40.56145, -74.16589 40.56028, -74.16494 40.56011, -74.16339 40.55332, -74.1621 40.54908, -74.16117 40.54919, -74.16077 40.54737, -74.16211 40.54591, -74.15937 40.54733, -74.15919 40.54523, -74.15178 40.5377, -74.14973 40.53727, -74.14723 40.53579, -74.14517 40.53576, -74.14506 40.53506, -74.1487 40.53449, -74.14979 40.5338, -74.15996 40.52736, -74.16086 40.52679, -74.17659 40.52019, -74.17799 40.5196, -74.18216 40.52063, -74.19373 40.51483, -74.19326 40.51731, -74.19754 40.52375, -74.19944 40.52587, -74.19498 40.53044, -74.19608 40.52991, -74.19748 40.53242, -74.20289 40.53171, -74.20309 40.53248, -74.19858 40.53448, -74.2031 40.54429, -74.20613 40.54354, -74.21094 40.55505, -74.21316 40.55484, -74.2114 40.55564)))",10.65,2.13,3.15
"11211",81228,103123,25885,10323,1931,40435,20.04,53789,0.01,2.39,2.06,52908,10.61,63.35,3.24,57.3,0.34,2.41,0.75,3.32,14.75,6.67,5.01,150,2930,2548,76,24.13,64.24,3.56,0.19,5.53,1496,67.75,29.63,31,"MULTIPOLYGON (((-73.97588 40.70193, -73.97457 40.7016, -73.97541 40.69956, -73.97433 40.70119, -73.97241 40.70018, -73.97319 40.70166, -73.97082 40.70012, -73.97334 40.70244, -73.97237 40.70339, -73.96883 40.70168, -73.97239 40.70396, -73.97111 40.70384, -73.97466 40.70607, -73.97255 40.70618, -73.97482 40.70788, -73.97443 40.70817, -73.97111 40.70586, -73.97105 40.70694, -73.97306 40.70918, -73.97032 40.70733, -73.96961 40.70763, -73.96994 40.70931, -73.96905 40.71248, -73.96758 40.7165, -73.96264 40.72275, -73.96154 40.72388, -73.96161 40.72495, -73.95772 40.7243, -73.95757 40.7251, -73.95568 40.72394, -73.95478 40.72246, -73.95604 40.7214, -73.95475 40.7206, -73.95165 40.72349, -73.95065 40.72171, -73.95006 40.7183, -73.94059 40.71921, -73.94038 40.71809, -73.93731 40.71893, -73.93529 40.71852, -73.9365 40.72125, -73.93504 40.72167, -73.93559 40.72299, -73.92781 40.72505, -73.92906 40.72769, -73.9278 40.72649, -73.92418 40.72002, -73.92271 40.71648, -73.9348 40.71337, -73.93832 40.71252, -73.93768 40.71118, -73.94031 40.71052, -73.94042 40.71122, -73.94379 40.7109, -73.95112 40.71096, -73.95024 40.70547, -73.95444 40.70375, -73.95381 40.70318, -73.95746 40.70082, -73.95702 40.69897, -73.96105 40.69833, -73.96284 40.69804, -73.96577 40.69764, -73.97331 40.69794, -73.97359 40.70043, -73.97555 40.69921, -73.97588 40.70193)))",35.11,5.53,1.45
"11231",99643,37874,5557,2797,1805,15658,17.23,19731,0.14,2.17,2.36,19333,10.84,61.18,2.83,57.45,0.55,0.31,1.49,5.46,11.57,8.97,7.77,366,555,732,44,16.63,58.74,13.59,0.08,5.56,833,58.67,33.02,35.9,"MULTIPOLYGON (((-74.0191 40.6772, -74.01838 40.67793, -74.01859 40.67898, -74.01943 40.67944, -74.01515 40.68222, -74.00868 40.68641, -74.00813 40.68561, -74.0045 40.6863, -74.00236 40.68574, -74.00139 40.68775, -73.99441 40.68545, -73.99458 40.6851, -73.98999 40.68332, -73.99042 40.68269, -73.9887 40.68122, -73.98808 40.68017, -73.98856 40.67956, -73.9908 40.67578, -73.99527 40.67578, -73.99862 40.67183, -73.99902 40.67143, -74.00017 40.6686, -74.00106 40.66895, -74.00222 40.66858, -74.00279 40.66741, -74.00588 40.66799, -74.00693 40.66618, -74.00475 40.67072, -74.00647 40.66877, -74.00981 40.66851, -74.01166 40.66505, -74.01532 40.66465, -74.0169 40.66485, -74.01726 40.66509, -74.01782 40.66572, -74.01869 40.6708, -74.01915 40.6716, -74.01754 40.67104, -74.01656 40.66501, -74.01651 40.66492, -74.01603 40.66486, -74.01589 40.6654, -74.01229 40.66573, -74.01089 40.66866, -74.01093 40.6697, -74.01214 40.67041, -74.01343 40.67094, -74.0143 40.67136, -74.01424 40.67213, -74.01301 40.67334, -74.01512 40.67215, -74.01631 40.67304, -74.01463 40.67442, -74.01817 40.67191, -74.01727 40.67357, -74.01843 40.67451, -74.0178 40.67524, -74.01819 40.6766, -74.01985 40.6765, -74.0191 40.6772)))",22.06,4.48,2.2
"11005",55313,1759,237,47,NA,1315,0,269,0,0,13.75,217,53.46,38.25,0,0,38.25,0,0,0,2.76,5.53,0,0,0,0,0,1.48,96.13,0,0,2.39,115,26.62,NA,82.1,"MULTIPOLYGON (((-73.72015 40.75791, -73.71877 40.7588, -73.71699 40.75943, -73.71332 40.75973, -73.71276 40.75941, -73.70782 40.75622, -73.71277 40.75191, -73.71403 40.75462, -73.71541 40.75568, -73.71775 40.75535, -73.72149 40.75643, -73.72015 40.75791)))",16.15,0,6.54
"11103",76234,35995,4132,2853,1751,15512,6.76,22268,0.04,5.28,5.74,21509,14.34,73.84,3.62,69.37,0.64,0,0.63,1.4,6.39,2.94,5.97,65,1659,1720,39,24.13,57.96,1.81,0.04,13.63,546,63.25,37.52,33.9,"MULTIPOLYGON (((-73.92113 40.75997, -73.91897 40.7622, -73.92188 40.76357, -73.91659 40.77033, -73.91431 40.77152, -73.91094 40.76885, -73.90419 40.76753, -73.90202 40.76742, -73.90288 40.76661, -73.90351 40.76585, -73.90524 40.76369, -73.90475 40.76289, -73.90551 40.76164, -73.90651 40.76211, -73.90729 40.76028, -73.90921 40.75807, -73.91068 40.75832, -73.91261 40.75597, -73.9115 40.75456, -73.91257 40.7533, -73.91547 40.75379, -73.91651 40.75389, -73.91607 40.75443, -73.92246 40.75743, -73.92113 40.75997)))",19.41,9.68,1.52
"11201",129248,63378,7391,2284,2523,28593,8.19,36291,0.12,1.34,1.58,35814,6.72,69.62,1.19,66.85,0.95,0.54,1.42,3.23,11.5,7.08,6.17,143,1094,1129,37,11.46,58.85,12.32,0.07,12.33,1468,68.49,30,34.9,"MULTIPOLYGON (((-74.00868 40.68641, -74.00738 40.68726, -74.00459 40.68821, -74.00382 40.68893, -74.00299 40.69043, -74.00196 40.69014, -74.0007 40.69061, -74.00197 40.69184, -74.00174 40.69241, -74.00128 40.6933, -74.00062 40.69512, -74.00025 40.695, -73.99876 40.69711, -73.9975 40.69965, -73.9967 40.70088, -73.99514 40.70298, -73.9945 40.70432, -73.99272 40.70554, -73.98687 40.70516, -73.97923 40.70577, -73.98022 40.70306, -73.98054 40.69825, -73.98014 40.69468, -73.97386 40.69329, -73.97313 40.68962, -73.98043 40.6899, -73.98201 40.68932, -73.9844 40.68756, -73.98657 40.68841, -73.98999 40.68332, -73.99458 40.6851, -73.99441 40.68545, -74.00139 40.68775, -74.00236 40.68574, -74.0045 40.6863, -74.00813 40.68561, -74.00868 40.68641)))",15.27,3.79,2.32
"11209",77917,67782,7400,5413,1604,29352,10.5,34487,0.1,5.29,4.75,33692,27.09,57.5,8.91,47.29,0.89,0.38,0.25,0.79,8.62,5.36,5.28,176,1610,2125,136,17.08,64.33,2.84,0.1,13.22,2134,45.07,42.39,41.2,"MULTIPOLYGON (((-74.04241 40.62485, -74.03958 40.63336, -74.03877 40.63578, -74.03724 40.63598, -74.03607 40.63731, -74.03596 40.63882, -74.02604 40.63574, -74.01605 40.63103, -74.01971 40.62218, -74.02573 40.61605, -74.02755 40.61292, -74.02667 40.61299, -74.02527 40.61552, -74.02279 40.6146, -74.02477 40.60968, -74.0263 40.60804, -74.02419 40.6068, -74.0248 40.60608, -74.0236 40.60561, -74.0215 40.60783, -74.01839 40.60691, -74.01702 40.60766, -74.0155 40.60684, -74.01957 40.60272, -74.02133 40.60327, -74.02678 40.60424, -74.02755 40.60437, -74.03138 40.6052, -74.03638 40.60991, -74.03959 40.61293, -74.03994 40.61439, -74.04241 40.62485)))",18.9,5.97,3.15
"10004",190223,3335,44,26,3324,1777,0,2388,0,0.96,1.26,2384,6.04,51.01,0.42,48.66,1.72,0.21,0.71,0.21,29.78,12.25,3.6,30,53,59,0,3.24,59.28,3.96,0,29.06,90,78.22,23.22,37.4,"MULTIPOLYGON (((-73.99814 40.70152, -73.99617 40.70336, -73.99514 40.70298, -73.9967 40.70088, -73.99814 40.70152)), ((-74.00004 40.69947, -73.9995 40.70033, -73.9975 40.69965, -73.99876 40.69711, -74.00104 40.6979, -74.00004 40.69947)), ((-74.00339 40.69403, -74.00128 40.6933, -74.00174 40.69241, -74.00389 40.69318, -74.00339 40.69403)), ((-74.00432 40.69245, -74.00197 40.69184, -74.0007 40.69061, -74.00474 40.69173, -74.00432 40.69245)), ((-74.00603 40.68955, -74.00517 40.69101, -74.00299 40.69043, -74.00382 40.68893, -74.00459 40.68821, -74.00651 40.68873, -74.00603 40.68955)), ((-74.01757 40.70684, -74.01596 40.70668, -74.01325 40.70587, -74.01251 40.70677, -74.01147 40.70503, -74.00903 40.70531, -74.00785 40.70311, -74.00678 40.70198, -74.0088 40.70074, -74.00953 40.70178, -74.01071 40.70149, -74.01117 40.70115, -74.011 40.70037, -74.01254 40.70019, -74.0138 40.70005, -74.0168 40.70179, -74.01865 40.70533, -74.01757 40.70684)), ((-74.02711 40.68509, -74.02544 40.68798, -74.0195 40.69338, -74.01546 40.69338, -74.01496 40.69298, -74.01213 40.69068, -74.01308 40.6878, -74.01617 40.68708, -74.01998 40.68581, -74.02544 40.68419, -74.02603 40.68451, -74.02711 40.68509)), ((-74.04692 40.69114, -74.04086 40.70012, -74.04002 40.70068, -74.0394 40.70045, -74.038 40.69899, -74.04344 40.68968, -74.04445 40.68845, -74.04636 40.68917, -74.04731 40.69047, -74.04692 40.69114)))",2.1,4.26,2.7
"10026",59691,38585,8831,2042,1230,15479,14.05,19850,0,2.25,5.34,19522,7.95,75.03,7.19,66.55,1.3,0,1.69,0.86,7.09,6.35,6.56,22,1111,718,49,21.46,20.68,48.47,0.01,6.24,612,76.34,32.99,35.6,"MULTIPOLYGON (((-73.95825 40.80311, -73.95818 40.8056, -73.95681 40.80755, -73.9535 40.80698, -73.94467 40.80313, -73.94646 40.80066, -73.94922 40.79691, -73.9582 40.80055, -73.95965 40.80116, -73.95825 40.80311)), ((-73.96201 40.80551, -73.96007 40.80471, -73.96032 40.80399, -73.96247 40.80489, -73.96201 40.80551)))",28.18,4.92,1.59
"10128",121829,58636,3507,2003,2312,30069,3.87,35240,0.09,1.71,3,34669,8.85,64.56,7.19,55.4,1.62,0.1,4.42,1.63,12.03,7.19,3.55,60,694,798,54,12.91,70.61,2.85,0.01,9.86,3320,72.15,30.53,39.3,"MULTIPOLYGON (((-73.93954 40.77969, -73.9381 40.78124, -73.93733 40.78099, -73.93883 40.78006, -73.93863 40.7794, -73.93922 40.77857, -73.93954 40.77969)), ((-73.95992 40.78221, -73.95578 40.78791, -73.95093 40.78587, -73.95043 40.78654, -73.94422 40.78393, -73.94472 40.78325, -73.9436 40.78265, -73.94383 40.78135, -73.94236 40.7758, -73.94434 40.77311, -73.94573 40.77362, -73.94507 40.77561, -73.95174 40.77788, -73.9572 40.78018, -73.95671 40.78086, -73.95992 40.78221)))",9.4,2.74,5.66
"10282",250001,5783,135,115,3435,2291,0.52,2925,0,0,0.44,2848,8.04,45.12,3.34,40.48,0,1.3,2,6.36,31.57,6.46,2.84,0,0,83,13,6.62,68.91,0.99,0,19.89,61,69.84,24.79,36.1,"MULTIPOLYGON (((-74.01686 40.71961, -74.01305 40.71909, -74.01229 40.71904, -74.01273 40.71711, -74.01338 40.71441, -74.0137 40.71367, -74.0162 40.71477, -74.01721 40.71354, -74.01686 40.71961)))",4.32,1.66,1.05
"11214",56911,92644,14967,11617,1430,31823,23.45,43972,0.13,10.04,8.06,42929,28.78,58.48,9.97,47.78,0.68,0.03,0.58,0.62,7.53,3.53,5.71,621,4108,5091,157,17.9,40.93,1.48,0.07,36.87,1502,42.37,45.2,39.5,"MULTIPOLYGON (((-74.01471 40.60208, -74.01417 40.60399, -74.00982 40.60883, -74.00731 40.61008, -74.00082 40.61631, -73.9946 40.61157, -73.98745 40.60806, -73.98725 40.60724, -73.98748 40.60454, -73.98468 40.59366, -73.98464 40.59355, -73.98281 40.58379, -73.98264 40.58286, -73.98384 40.58333, -73.98395 40.58291, -73.98583 40.58137, -73.98596 40.58178, -73.98776 40.5798, -73.98824 40.5797, -73.99198 40.58154, -73.99032 40.5846, -73.996 40.58212, -74.0003 40.58309, -74.00043 40.58393, -73.99842 40.58546, -73.99826 40.58654, -73.9941 40.58867, -73.99538 40.58939, -74.00042 40.58714, -73.99803 40.58847, -73.99879 40.5903, -73.99711 40.59128, -74.00015 40.59161, -73.99859 40.59355, -74.0014 40.59235, -74.0032 40.59562, -74.00328 40.59575, -74.01093 40.60079, -74.01443 40.60204, -74.01471 40.60208)))",28.69,10.77,1.62
"11224",32549,45795,12622,6114,847,18930,43.02,15610,0.28,5.77,8.78,15183,29.55,55.09,8.03,46.84,0.23,0,0.8,0.35,9.2,3.97,10.81,336,1072,1103,34,18.79,50.82,20.6,0.16,7.43,1246,56.16,46.87,47.7,"MULTIPOLYGON (((-74.013 40.57817, -74.00961 40.5814, -74.0061 40.58207, -73.99962 40.58142, -73.99794 40.58164, -73.99762 40.58055, -73.9907 40.57932, -73.99068 40.58006, -73.98824 40.5797, -73.98776 40.5798, -73.98596 40.58178, -73.98583 40.58137, -73.98395 40.58291, -73.98384 40.58333, -73.98264 40.58286, -73.98281 40.58379, -73.9775 40.58278, -73.96909 40.584, -73.96782 40.58454, -73.96661 40.58458, -73.96678 40.5839, -73.97073 40.58319, -73.97113 40.58202, -73.96733 40.58151, -73.9676 40.58036, -73.96913 40.58005, -73.96992 40.57558, -73.96675 40.57483, -73.95941 40.57516, -73.95942 40.57402, -73.98208 40.57141, -73.99075 40.57042, -73.99135 40.57035, -74.00206 40.57062, -74.00228 40.57074, -74.00567 40.57246, -74.01071 40.5741, -74.01202 40.57453, -74.013 40.57817)))",40.91,5.56,2.72
"11360",83063,18954,1353,615,2064,8541,5.48,8614,0,4.45,5.43,8413,67.04,27.35,9.28,11.24,6.68,0.14,0.68,0.11,1.39,3.16,4.45,62,205,547,26,10.59,50.07,0.78,0.12,36.8,771,14.6,41.42,49.4,"MULTIPOLYGON (((-73.79494 40.78627, -73.79071 40.78822, -73.79266 40.79052, -73.78318 40.79087, -73.78239 40.79138, -73.7812 40.78959, -73.77414 40.78632, -73.77433 40.78622, -73.77408 40.78597, -73.76755 40.77966, -73.76744 40.77956, -73.76703 40.77848, -73.76554 40.77452, -73.7635 40.77286, -73.76545 40.77358, -73.76984 40.77261, -73.77158 40.77431, -73.77384 40.77385, -73.77349 40.77231, -73.77447 40.7721, -73.77481 40.77367, -73.77886 40.7728, -73.78931 40.76971, -73.79163 40.77424, -73.79035 40.77457, -73.79336 40.7817, -73.79412 40.7861, -73.79494 40.78627)))",10.38,4.43,4.07
"11362",93333,18343,1098,1095,1944,6988,4.42,8917,0,4.26,7.18,8600,65.42,26.35,8.5,7.74,10.1,0,1.15,0.21,2.05,4.34,4.33,12,175,623,32,10.58,42.33,2.97,0,41.69,719,10.03,41.01,50.3,"MULTIPOLYGON (((-73.75921 40.76432, -73.75377 40.7653, -73.75347 40.76544, -73.75072 40.76651, -73.74877 40.76408, -73.74428 40.76536, -73.74126 40.76571, -73.73754 40.7684, -73.73869 40.77005, -73.73695 40.76891, -73.73389 40.77253, -73.72114 40.76487, -73.71332 40.75973, -73.71699 40.75943, -73.71877 40.7588, -73.72015 40.75791, -73.72149 40.75643, -73.72212 40.75521, -73.72293 40.75413, -73.72674 40.75148, -73.72943 40.74668, -73.73233 40.74365, -73.73922 40.73968, -73.74029 40.73852, -73.74307 40.73844, -73.74396 40.74079, -73.74997 40.73975, -73.75139 40.74019, -73.75347 40.7424, -73.74785 40.7433, -73.74478 40.74328, -73.74612 40.74654, -73.74397 40.74763, -73.74578 40.75156, -73.7471 40.75235, -73.74711 40.75417, -73.75005 40.7584, -73.7523 40.75945, -73.75322 40.75825, -73.75555 40.7583, -73.75585 40.75776, -73.75682 40.75973, -73.758 40.76038, -73.75836 40.7635, -73.75921 40.76432)))",11.96,4.59,3.92
"11368",54211,112088,21738,17202,1622,28633,29.65,54858,0.12,15.95,6.93,52786,19.32,65.85,9.14,54.76,1.88,0,0.54,0.94,10.77,1.79,4.3,1189,11384,13421,193,76.49,3.73,7.12,0.09,11.6,1424,60.13,42.79,32.9,"MULTIPOLYGON (((-73.87222 40.75694, -73.86567 40.75763, -73.85889 40.7579, -73.85922 40.75981, -73.85775 40.75803, -73.8545 40.75828, -73.85912 40.76127, -73.86094 40.76373, -73.86043 40.76387, -73.8568 40.76398, -73.85858 40.76192, -73.85466 40.76017, -73.85159 40.75935, -73.84869 40.76014, -73.84671 40.76134, -73.84307 40.76359, -73.84231 40.76483, -73.83942 40.76543, -73.83692 40.76277, -73.83682 40.76125, -73.83862 40.75704, -73.83821 40.75525, -73.83792 40.75454, -73.8356 40.75139, -73.8323 40.75194, -73.833 40.74783, -73.83463 40.7469, -73.83593 40.7435, -73.84193 40.74176, -73.84525 40.74017, -73.84756 40.73906, -73.85135 40.73759, -73.85418 40.73695, -73.85509 40.7368, -73.86462 40.73427, -73.86493 40.73689, -73.86648 40.73821, -73.86756 40.74094, -73.86791 40.74493, -73.86826 40.74631, -73.86868 40.74619, -73.87002 40.74847, -73.86919 40.74876, -73.86942 40.74916, -73.87168 40.75396, -73.87222 40.75694)))",34.74,23.36,1.27
"11374",66795,43507,5944,2970,1664,19549,12.1,23182,0,4.64,6.66,22475,26.42,60.19,5.62,53.8,0.72,0,0.53,0.3,6.87,4.81,3.28,198,1007,1502,211,17.11,43.06,3.79,0,31.32,1959,47.55,40.02,42.3,"MULTIPOLYGON (((-73.8725 40.72946, -73.87161 40.72911, -73.87143 40.72925, -73.86843 40.73237, -73.86904 40.73285, -73.86462 40.73427, -73.85509 40.7368, -73.85418 40.73695, -73.85615 40.73565, -73.8547 40.73283, -73.85216 40.73295, -73.85114 40.73095, -73.85288 40.73043, -73.85178 40.7277, -73.8539 40.72682, -73.85711 40.72176, -73.85852 40.72153, -73.8573 40.71146, -73.85819 40.7116, -73.85755 40.71076, -73.85803 40.7105, -73.85962 40.71035, -73.85978 40.71163, -73.85976 40.71184, -73.86208 40.7122, -73.85963 40.7136, -73.86004 40.71493, -73.86302 40.71771, -73.8697 40.72515, -73.87056 40.72475, -73.87156 40.72585, -73.87077 40.72739, -73.87102 40.72798, -73.87181 40.72679, -73.87391 40.72843, -73.8725 40.72946)))",20.49,6.71,4.5
"11693",60569,12944,1831,1077,1059,4817,22.28,6187,0,9.92,7.76,6082,54.65,40.4,13.66,26.13,0.61,0,0,0.21,1.3,3.04,4.98,136,261,373,29,29.45,44.59,18.36,0,4.41,264,30.97,50.81,41.1,"MULTIPOLYGON (((-73.81937 40.58583, -73.81913 40.58805, -73.818 40.5886, -73.81485 40.59053, -73.81082 40.59209, -73.81141 40.59287, -73.80966 40.59356, -73.80596 40.59194, -73.80416 40.59185, -73.80803 40.59367, -73.80606 40.59556, -73.80244 40.59264, -73.80314 40.59066, -73.80533 40.59052, -73.80514 40.58821, -73.80402 40.58649, -73.80143 40.58566, -73.80683 40.58462, -73.80987 40.5838, -73.8155 40.58229, -73.8157 40.58343, -73.8177 40.5832, -73.82017 40.58552, -73.81937 40.58583)), ((-73.8342 40.59666, -73.83159 40.59794, -73.82834 40.59765, -73.82605 40.59946, -73.8243 40.59833, -73.82441 40.60034, -73.82294 40.60258, -73.82248 40.60558, -73.82003 40.60892, -73.81995 40.61101, -73.82086 40.61227, -73.82047 40.61019, -73.82163 40.6085, -73.82184 40.60988, -73.82382 40.6115, -73.824 40.61251, -73.82078 40.61524, -73.81757 40.61416, -73.81653 40.61495, -73.8148 40.61319, -73.81616 40.61294, -73.81477 40.60885, -73.81571 40.60644, -73.81589 40.60602, -73.81642 40.60522, -73.81739 40.60516, -73.81725 40.60394, -73.81772 40.60222, -73.81831 40.60134, -73.81849 40.59939, -73.81928 40.59753, -73.82052 40.59622, -73.82071 40.59517, -73.82136 40.59469, -73.8248 40.59508, -73.83233 40.59462, -73.83485 40.59554, -73.8342 40.59666)))",22.47,6.17,2.04
