"GEOID","medincome","total_pop1","fpl_100","fpl_100to150","median_rent","total_hholds1","hholds_snap","over16total_industry1","ag_industry","construct_industry","transpo_and_utilities_industry","total_commute1","drove_commute","pubtrans_total_commute","pubtrans_bus_commute","pubtrans_subway_commute","pubtrans_railroad_commute","pubtrans_ferry_commute","taxi_commute","bicycle_commute","walked_commute","workhome_commute","unemployed","under19_noinsurance","age19_34_noinsurance","age35_64_noinsurance","age65plus_noinsurance","hisplat_raceethnic","nonhispLat_white_raceethnic","nonhispLat_black_raceethnic","nonhispLat_amerindian_raceethnic","nonhispLat_asian_raceethnic","age65_plus","no_vehicles","time_to_work","median_age","geometry","fpl_150","not_insured","age65_plus_share"
"10009",63717,58293,13706,3515,1723,29764,18.07,31813,0.15,1.79,3.17,30825,5.14,62.09,10.6,50.42,0.95,0,1.93,5.81,18.85,5.77,4.22,58,1408,1214,67,23.79,51.57,7.81,0.07,14.07,1396,80.57,29.97,37,"MULTIPOLYGON (((-73.98256 40.73136, -73.97986 40.73497, -73.97424 40.73254, -73.97365 40.73231, -73.97128 40.72925, -73.9714 40.72666, -73.97364 40.71861, -73.97512 40.71875, -73.97875 40.71993, -73.98864 40.72293, -73.98256 40.73136)))",29.54,4.71,2.39
"10032",53525,63214,12898,8254,1239,21226,34,34473,0.02,4.27,6.19,33236,9.29,68.36,7.84,58.54,1.73,0,0.65,2.34,13.59,5.49,8.04,264,4135,3763,118,66.92,13.94,13.33,0.09,4.08,1244,78.99,36.24,34.6,"MULTIPOLYGON (((-73.95028 40.83433, -73.94772 40.84145, -73.94605 40.84458, -73.94681 40.84683, -73.9467 40.84767, -73.947 40.85046, -73.94319 40.84975, -73.94488 40.84496, -73.94447 40.84576, -73.94024 40.84605, -73.93885 40.84468, -73.93467 40.84296, -73.93563 40.84128, -73.93508 40.83927, -73.93794 40.83446, -73.94031 40.83171, -73.94035 40.83046, -73.94017 40.83038, -73.94108 40.82908, -73.94971 40.8327, -73.94934 40.83398, -73.95028 40.83433)))",33.46,13.1,1.97
"10103",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97906 40.76177, -73.97583 40.76042, -73.97629 40.75979, -73.97951 40.76115, -73.97906 40.76177)))",NA,NA,NA
"10025",91624,92251,12540,5574,1605,41355,11.99,48931,0.13,2.15,1.7,47578,6.87,65.16,4.93,59.08,1.13,0,2.23,2.24,12.63,10.32,5.76,240,1804,1508,109,23.56,54.4,9.49,0.09,9.69,5018,74.49,30.08,41.4,"MULTIPOLYGON (((-73.97679 40.79431, -73.97426 40.79659, -73.97374 40.79861, -73.97027 40.80236, -73.96652 40.80823, -73.9659 40.80881, -73.9639 40.808, -73.96485 40.80671, -73.96201 40.80551, -73.95983 40.80543, -73.95709 40.81008, -73.95781 40.81126, -73.95497 40.81006, -73.95681 40.80755, -73.95818 40.8056, -73.95825 40.80311, -73.95965 40.80116, -73.9582 40.80055, -73.96004 40.79804, -73.96701 40.78848, -73.97709 40.79272, -73.97679 40.79431), (-73.96201 40.80551, -73.96247 40.80489, -73.96032 40.80399, -73.96007 40.80471, -73.96201 40.80551)))",19.64,3.97,5.44
"10309",109457,34058,2253,1079,1422,11523,5.49,17052,0,10.57,7.75,16719,72.18,23.69,19.3,1.42,0.97,2,0.1,0.08,1.21,2.58,2.49,115,133,382,21,9.68,85.04,0.47,0.3,3.36,935,4.83,45.01,40.6,"MULTIPOLYGON (((-74.24781 40.5434, -74.229 40.55504, -74.217 40.55499, -74.2165 40.55548, -74.21317 40.55869, -74.21198 40.55742, -74.20639 40.5581, -74.20515 40.55735, -74.2114 40.55564, -74.21316 40.55484, -74.21094 40.55505, -74.20613 40.54354, -74.2031 40.54429, -74.19858 40.53448, -74.20309 40.53248, -74.20289 40.53171, -74.19748 40.53242, -74.19608 40.52991, -74.19498 40.53044, -74.19944 40.52587, -74.19754 40.52375, -74.19326 40.51731, -74.19373 40.51483, -74.19983 40.51178, -74.2012 40.51293, -74.20732 40.5119, -74.20997 40.51047, -74.21043 40.51174, -74.21284 40.51069, -74.22321 40.50866, -74.22319 40.50512, -74.22176 40.50241, -74.22629 40.50197, -74.22814 40.50179, -74.23282 40.51634, -74.23416 40.51732, -74.23482 40.51952, -74.24122 40.52013, -74.24143 40.52071, -74.24242 40.52032, -74.24286 40.52116, -74.24185 40.53025, -74.24173 40.53127, -74.2442 40.53619, -74.24523 40.53825, -74.24765 40.54308, -74.24781 40.5434)))",9.78,1.91,2.75
"10470",61266,15716,1956,1664,1386,6198,17.88,7806,0.36,8.4,6.69,7503,38.13,52.59,11.58,32.07,8.94,0,1.51,0,5.09,2.11,6.14,130,483,537,23,18.82,35.52,40.53,0,2.95,384,41.05,45.32,39.2,"MULTIPOLYGON (((-73.88048 40.8968, -73.87925 40.89955, -73.87819 40.90598, -73.87785 40.90592, -73.86788 40.90298, -73.86467 40.90179, -73.85931 40.90048, -73.8596 40.90218, -73.8583 40.90208, -73.8572 40.90288, -73.85732 40.90502, -73.85632 40.90617, -73.8541 40.90668, -73.85488 40.90822, -73.85268 40.9099, -73.85112 40.91001, -73.85353 40.90746, -73.85022 40.90737, -73.84532 40.90558, -73.84473 40.90473, -73.84572 40.9048, -73.84704 40.90173, -73.84955 40.90304, -73.85343 40.89811, -73.85539 40.89888, -73.85624 40.89763, -73.85619 40.89919, -73.85926 40.90034, -73.86288 40.89515, -73.86356 40.89538, -73.86368 40.89432, -73.86749 40.88818, -73.86921 40.88332, -73.87092 40.88026, -73.87479 40.88007, -73.87467 40.88156, -73.87813 40.88215, -73.87792 40.88721, -73.88019 40.89213, -73.87999 40.89541, -73.88048 40.8968)))",23.03,7.46,2.44
"10472",33498,67948,20973,10655,1204,21835,39.78,26668,0.01,8.7,7.88,25733,23.44,65.31,12.8,51.59,0.59,0,1.15,0.49,6.01,3.23,11.96,268,3723,3679,216,62.67,2.87,23.84,0.4,7.92,633,61.91,42.87,32.2,"MULTIPOLYGON (((-73.88453 40.82565, -73.88356 40.82894, -73.88358 40.82951, -73.87998 40.83468, -73.87925 40.83442, -73.87694 40.83614, -73.86903 40.83549, -73.86681 40.83484, -73.86272 40.83302, -73.86033 40.83313, -73.84525 40.82846, -73.847 40.828, -73.88441 40.82297, -73.88453 40.82565)))",46.55,11.61,0.93
"10468",37804,78881,23125,10958,1286,26328,40.94,35090,0.14,5.69,7.08,33717,15.66,69.93,18.17,49.82,1.79,0,0.59,0.64,8.92,3.97,12.57,435,3537,4138,251,76.82,2.94,16.1,0.42,2.25,1060,71.64,43.38,32.2,"MULTIPOLYGON (((-73.91929 40.85748, -73.91434 40.86252, -73.9098 40.86828, -73.9086 40.87168, -73.90853 40.87179, -73.90889 40.86794, -73.90641 40.8733, -73.90616 40.87324, -73.90809 40.86907, -73.90837 40.86725, -73.90675 40.86862, -73.90402 40.86994, -73.9029 40.87106, -73.90271 40.87398, -73.9017 40.87627, -73.90021 40.87705, -73.90045 40.8747, -73.89843 40.87374, -73.89733 40.87145, -73.89141 40.87897, -73.8881 40.88285, -73.88697 40.88281, -73.88594 40.88048, -73.88566 40.87889, -73.88478 40.87842, -73.88738 40.87272, -73.88785 40.87212, -73.89174 40.86951, -73.89438 40.86607, -73.89707 40.86253, -73.89883 40.8593, -73.89995 40.85742, -73.90487 40.85869, -73.9068 40.85937, -73.90777 40.85961, -73.9098 40.86013, -73.91093 40.86065, -73.91226 40.86019, -73.91328 40.85962, -73.91616 40.85878, -73.91722 40.85601, -73.91929 40.85748)))",43.21,10.6,1.34
"11366",84301,14360,1641,1284,1770,4534,9.06,6593,0.23,6.02,3.94,6524,52.07,38.12,14.59,23.19,0.34,0,0.31,0,4.26,5.01,8.37,176,327,481,2,11.15,37.42,5.36,0,43.55,449,13.98,41.19,40.6,"MULTIPOLYGON (((-73.81089 40.72717, -73.80041 40.72837, -73.78821 40.73136, -73.7804 40.73399, -73.78025 40.73473, -73.77693 40.73568, -73.77584 40.73649, -73.77539 40.73553, -73.77355 40.73607, -73.77153 40.73152, -73.77011 40.73178, -73.76555 40.73254, -73.76224 40.72934, -73.75671 40.72618, -73.76206 40.72599, -73.76624 40.7264, -73.77359 40.72474, -73.77738 40.72244, -73.77804 40.72328, -73.77523 40.72524, -73.77757 40.73019, -73.78116 40.72921, -73.7808 40.72843, -73.78317 40.72764, -73.7836 40.72841, -73.78575 40.72679, -73.78831 40.72596, -73.78946 40.72649, -73.79333 40.72528, -73.80904 40.71991, -73.80979 40.71972, -73.80934 40.72096, -73.81089 40.72717)))",20.37,6.87,3.13
"10033",63093,58349,10121,6063,1460,19833,27.68,30558,0.04,3.41,4.05,29444,14.6,67.79,8.49,58.77,0.44,0,0.58,0.5,10.44,5.38,8.92,93,2018,2345,203,67.05,25.16,3.89,0,2.2,1284,74.69,38.35,35.7,"MULTIPOLYGON (((-73.94488 40.84496, -73.94319 40.84975, -73.9428 40.85117, -73.93901 40.85611, -73.92815 40.85186, -73.92469 40.85664, -73.92712 40.85811, -73.92474 40.86159, -73.92289 40.85886, -73.92287 40.85587, -73.92216 40.85561, -73.92302 40.8547, -73.9293 40.84579, -73.93201 40.84658, -73.93467 40.84296, -73.93885 40.84468, -73.94024 40.84605, -73.94447 40.84576, -73.94488 40.84496)))",27.74,7.98,2.2
"10454",21447,37212,15829,6300,787,13429,53.18,13645,0.7,3.51,7.24,13188,13.66,71.06,11.73,58.04,0.93,0,1.35,0.92,9.54,1.17,14.31,406,2406,1838,13,67.82,3.52,27.28,0.28,0.24,211,76.19,40.37,30.7,"MULTIPOLYGON (((-73.9318 40.80788, -73.92644 40.81151, -73.92209 40.81373, -73.92012 40.81289, -73.91927 40.81373, -73.91447 40.81165, -73.91518 40.81043, -73.91069 40.80881, -73.91037 40.80964, -73.90496 40.80853, -73.90783 40.80676, -73.90299 40.80936, -73.90229 40.80593, -73.90189 40.80501, -73.9025 40.80444, -73.90328 40.80469, -73.9078 40.79926, -73.91141 40.79669, -73.91362 40.79679, -73.91986 40.79935, -73.92162 40.80145, -73.92302 40.80242, -73.92725 40.80256, -73.9318 40.80788)))",59.47,12.53,0.57
"11354",40786,53684,10296,8841,1495,19925,14.2,24061,0.3,5.93,5.73,23337,38.06,42.85,13.59,27.93,1.34,0,0.23,0.48,16.44,1.61,4.31,1358,2480,5303,184,14.9,15.85,2.9,0.09,63.88,867,48.22,39.62,45.5,"MULTIPOLYGON (((-73.84896 40.77374, -73.84904 40.777, -73.83998 40.7765, -73.83897 40.77677, -73.83886 40.77862, -73.83633 40.77853, -73.83343 40.77143, -73.83159 40.77256, -73.82853 40.77601, -73.82741 40.77666, -73.82583 40.77591, -73.82167 40.77686, -73.81278 40.7756, -73.8066 40.77511, -73.80398 40.77419, -73.80428 40.77206, -73.80615 40.77221, -73.80536 40.77109, -73.80721 40.76829, -73.80751 40.76218, -73.8126 40.76315, -73.81609 40.76252, -73.82974 40.75875, -73.83792 40.75454, -73.83821 40.75525, -73.83862 40.75704, -73.83682 40.76125, -73.83692 40.76277, -73.83942 40.76543, -73.84031 40.76629, -73.84395 40.7655, -73.84738 40.76642, -73.84976 40.76996, -73.84859 40.7705, -73.84994 40.77193, -73.84896 40.77374)))",35.65,17.37,1.62
"10019",103792,45498,5799,1982,2096,26158,8.98,29762,0,0.69,0.98,29512,5.61,44.1,4.69,36.57,0.49,0.13,3.71,2.6,35.29,7.83,5.57,22,722,994,25,16.28,55.29,5.54,0.16,19.01,1861,81.68,24.34,38.3,"MULTIPOLYGON (((-74.00377 40.76356, -74.00135 40.7629, -74.00286 40.76469, -73.99989 40.76342, -73.99918 40.76414, -74.0023 40.7655, -73.9989 40.76459, -73.99828 40.7654, -74.00171 40.76688, -74.00125 40.76743, -73.99793 40.76612, -73.99747 40.7668, -74.00027 40.76851, -73.99693 40.76714, -73.9963 40.76796, -73.99968 40.76945, -73.99715 40.76885, -73.99536 40.77091, -73.99748 40.77186, -73.99643 40.77305, -73.99395 40.77288, -73.99332 40.77283, -73.99045 40.77161, -73.98999 40.77224, -73.98761 40.77041, -73.98209 40.76889, -73.98209 40.7684, -73.98215 40.76773, -73.98143 40.76787, -73.97302 40.76428, -73.97346 40.76366, -73.97583 40.76042, -73.97906 40.76177, -73.97951 40.76115, -73.97629 40.75979, -73.97674 40.75916, -73.97845 40.75906, -73.98043 40.7599, -73.98326 40.76109, -73.98373 40.76046, -73.98089 40.75927, -73.98134 40.75865, -73.99343 40.76374, -73.99509 40.76525, -73.99757 40.76549, -74.00104 40.76197, -74.00172 40.76221, -74.00377 40.76356)))",17.1,3.87,4.09
"10467",39372,101255,25127,10676,1316,37042,33.9,44478,0.02,6.67,7.55,42906,24.9,62.55,15.09,45.54,1.42,0,0.81,0.43,7.83,3.02,12.44,466,3829,4568,153,52.08,9.24,30.43,0.35,5.68,1664,61.02,44.28,34.3,"MULTIPOLYGON (((-73.89478 40.88717, -73.88764 40.88977, -73.88467 40.89608, -73.88496 40.89879, -73.88634 40.90012, -73.88617 40.90257, -73.88651 40.90706, -73.88612 40.90802, -73.87835 40.90598, -73.87819 40.90598, -73.87925 40.89955, -73.88048 40.8968, -73.87999 40.89541, -73.88019 40.89213, -73.87792 40.88721, -73.87813 40.88215, -73.87467 40.88156, -73.87479 40.88007, -73.87092 40.88026, -73.86921 40.88332, -73.86749 40.88818, -73.86368 40.89432, -73.86356 40.89538, -73.86288 40.89515, -73.86136 40.89466, -73.86538 40.88688, -73.86146 40.88602, -73.85569 40.88421, -73.86113 40.87448, -73.86138 40.87134, -73.86245 40.86962, -73.8615 40.86778, -73.86179 40.85798, -73.86838 40.85781, -73.86955 40.85773, -73.87108 40.85738, -73.87046 40.86327, -73.87056 40.87151, -73.87031 40.87534, -73.86942 40.87799, -73.87015 40.87831, -73.87094 40.87851, -73.87255 40.87517, -73.87629 40.87053, -73.87986 40.86827, -73.88247 40.87213, -73.88478 40.87842, -73.88566 40.87889, -73.88594 40.88048, -73.88697 40.88281, -73.88705 40.88436, -73.89571 40.88578, -73.89478 40.88717)))",35.36,8.9,1.64
"11216",67795,57786,9768,4362,1520,24871,17.46,33206,0.01,3.89,4.59,32339,12.81,71.72,4.61,65.72,1.28,0.05,0.62,3.31,4.74,6.19,6.09,153,1874,1816,71,11.22,28.36,51.38,0.06,5.23,766,68.46,38.2,33.8,"MULTIPOLYGON (((-73.95797 40.67066, -73.9552 40.67834, -73.953 40.67882, -73.95531 40.67927, -73.95544 40.67996, -73.95684 40.687, -73.95713 40.68846, -73.95144 40.68976, -73.95181 40.6916, -73.94579 40.69277, -73.94564 40.69203, -73.94535 40.69057, -73.94818 40.69024, -73.94789 40.68878, -73.94506 40.6891, -73.94396 40.6836, -73.93822 40.68389, -73.9374 40.67973, -73.94121 40.67994, -73.94189 40.67605, -73.94457 40.6758, -73.94709 40.67656, -73.94773 40.66971, -73.95527 40.67012, -73.95797 40.67066)))",24.45,6.77,1.33
"10036",95301,28487,4076,1789,2163,17260,9.24,19979,0,1.89,3.69,19588,3.92,48.76,6.9,39.16,1.62,0,3.35,3.8,33.14,5.48,3.99,34,555,653,24,21.62,50.53,6.69,0.17,18.28,929,87,26.61,37.6,"MULTIPOLYGON (((-74.00104 40.76197, -73.99757 40.76549, -73.99509 40.76525, -73.99343 40.76374, -73.98134 40.75865, -73.97812 40.75728, -73.97994 40.75478, -73.9804 40.75415, -73.98362 40.75552, -73.98412 40.75484, -73.98089 40.75348, -73.98182 40.7522, -73.98504 40.75355, -73.9846 40.75418, -73.99438 40.75838, -73.9968 40.75779, -73.99862 40.75874, -73.99694 40.75938, -74.00162 40.76135, -74.00104 40.76197)))",20.59,4.44,3.26
"10040",49677,44800,9098,5475,1389,16410,30.91,21902,0,2.73,4.85,20811,9.46,71.22,7.14,62.71,1.37,0,1.01,0.49,11.56,5.96,11.29,168,1213,1689,60,68.74,22.22,4.47,0.07,2.75,826,78.1,37.42,37.8,"MULTIPOLYGON (((-73.93519 40.86027, -73.9338 40.86292, -73.93274 40.86294, -73.93302 40.85982, -73.93131 40.85933, -73.92936 40.86428, -73.925 40.86634, -73.92439 40.86536, -73.92662 40.86453, -73.92474 40.86159, -73.92712 40.85811, -73.92469 40.85664, -73.92815 40.85186, -73.93901 40.85611, -73.93519 40.86027)))",32.53,6.99,1.84
"10173",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97994 40.75478, -73.97833 40.7541, -73.97878 40.75348, -73.9804 40.75415, -73.97994 40.75478)))",NA,NA,NA
"10451",30349,48136,17351,5771,1077,19522,39.16,19682,0,3.09,10.19,19074,18.5,66.73,12.67,52.71,1.23,0,0.73,0.07,11.06,2.43,8.51,242,1635,2014,0,60.69,3.31,33.16,0.1,1.36,690,73.27,38.86,34.1,"MULTIPOLYGON (((-73.93306 40.82816, -73.93096 40.82833, -73.92876 40.82919, -73.92267 40.82685, -73.92046 40.83091, -73.91894 40.83033, -73.9202 40.8281, -73.91532 40.82655, -73.91169 40.82776, -73.91179 40.82643, -73.91131 40.82485, -73.90871 40.82407, -73.90985 40.82255, -73.9095 40.82244, -73.91012 40.82062, -73.91189 40.82026, -73.91216 40.81979, -73.91742 40.82128, -73.9189 40.81797, -73.91746 40.81676, -73.91924 40.81722, -73.92035 40.81463, -73.92209 40.81373, -73.92644 40.81151, -73.9318 40.80788, -73.93257 40.80926, -73.9324 40.81415, -73.93233 40.8195, -73.93306 40.82816)))",48.03,8.08,1.43
"11369",54184,31481,4661,3656,1583,9655,14.84,14241,0.04,10.62,8.76,12780,37.25,52.64,15.98,35.82,0.7,0,1.06,1.03,5.4,2.18,6.05,280,1357,2147,109,61.01,8.69,15.74,0.17,13.11,647,39.64,38.51,38.9,"MULTIPOLYGON (((-73.88773 40.76691, -73.88432 40.76798, -73.87788 40.77115, -73.8752 40.77177, -73.8726 40.77183, -73.87026 40.77136, -73.86598 40.76886, -73.86273 40.76589, -73.86094 40.76373, -73.85912 40.76127, -73.8545 40.75828, -73.85775 40.75803, -73.85922 40.75981, -73.85889 40.7579, -73.86567 40.75763, -73.87222 40.75694, -73.87793 40.75634, -73.87924 40.75837, -73.87886 40.75624, -73.88258 40.75585, -73.88325 40.75953, -73.88268 40.76161, -73.88427 40.76517, -73.88241 40.76536, -73.88277 40.76731, -73.88755 40.76635, -73.88773 40.76691)))",26.42,12.37,2.06
"11101",75581,31366,5216,3231,1831,13896,17.16,17639,0,2.48,5.53,16583,12.45,75.37,2.41,70.48,1.72,0.66,0.14,1.47,6,3.74,7.3,55,472,667,0,25.22,33.02,13.56,0,24.55,404,70.33,31.75,34,"MULTIPOLYGON (((-73.96262 40.73903, -73.96138 40.7428, -73.96111 40.74275, -73.95846 40.74432, -73.95621 40.74387, -73.9548 40.74805, -73.95684 40.74883, -73.95137 40.75452, -73.95084 40.75522, -73.94472 40.76288, -73.94247 40.76199, -73.9433 40.76066, -73.93701 40.75824, -73.92651 40.75243, -73.92246 40.75743, -73.91607 40.75443, -73.91651 40.75389, -73.91547 40.75379, -73.91257 40.7533, -73.91045 40.75296, -73.90985 40.75164, -73.92027 40.74951, -73.9208 40.74689, -73.92547 40.74743, -73.92763 40.7366, -73.92577 40.73628, -73.92583 40.73571, -73.93161 40.73683, -73.93742 40.73376, -73.93164 40.72922, -73.9291 40.7282, -73.92906 40.72769, -73.93442 40.72882, -73.93752 40.72981, -73.93966 40.73149, -73.94032 40.73319, -73.94216 40.73568, -73.94706 40.73752, -73.95254 40.73923, -73.95391 40.73942, -73.95706 40.73917, -73.96248 40.7368, -73.96262 40.73903)))",26.93,3.81,1.29
"10469",65399,72384,10894,5641,1413,22299,19.69,32804,0.09,6.01,9.1,31899,47.63,44.37,11.68,30.82,1.68,0,1.03,0.21,4.23,1.94,8.5,302,1411,2255,174,28.97,10.04,52.85,0.2,6.12,1666,33.45,43.54,40.3,"MULTIPOLYGON (((-73.86245 40.86962, -73.86138 40.87134, -73.86113 40.87448, -73.85569 40.88421, -73.84754 40.88093, -73.84328 40.87998, -73.84274 40.87942, -73.84128 40.88032, -73.83874 40.88127, -73.83519 40.87505, -73.83316 40.86832, -73.82959 40.86217, -73.82837 40.86095, -73.83199 40.85674, -73.83248 40.8564, -73.83277 40.85695, -73.83309 40.85614, -73.83552 40.8564, -73.83682 40.85728, -73.84329 40.85829, -73.84931 40.85872, -73.85664 40.85812, -73.86179 40.85798, -73.8615 40.86778, -73.86245 40.86962)), ((-73.87246 40.85863, -73.87161 40.86378, -73.87224 40.86797, -73.87216 40.87053, -73.8709 40.87618, -73.87015 40.87831, -73.86942 40.87799, -73.87031 40.87534, -73.87056 40.87151, -73.87046 40.86327, -73.87108 40.85738, -73.86955 40.85773, -73.86838 40.85781, -73.86933 40.85665, -73.87049 40.85642, -73.87176 40.85411, -73.87246 40.85863)))",22.84,5.72,2.3
"10002",36982,74479,20199,10797,980,33459,34.41,33430,0.18,2.11,4.53,32709,8.95,53.14,5.99,45.76,1.06,0.29,1.24,4.93,25.12,5.87,6.63,213,1372,2340,178,26.25,22.01,7.44,0.61,41.58,1222,83.48,30.39,44.3,"MULTIPOLYGON (((-73.9975 40.71407, -73.99606 40.71623, -73.99481 40.71846, -73.99403 40.72032, -73.9926 40.72414, -73.98864 40.72293, -73.97875 40.71993, -73.97512 40.71875, -73.97364 40.71861, -73.97593 40.71291, -73.97779 40.71067, -73.98124 40.70982, -73.98851 40.70915, -73.9887 40.70997, -73.99194 40.70953, -73.99219 40.71089, -73.99402 40.70949, -73.99622 40.70918, -73.9975 40.71407)))",41.62,5.51,1.64
"11436",75222,19167,2143,1787,1605,5410,17.69,9508,0,8.94,12.95,9208,52.61,39.05,14.44,23.35,1.14,0,1.77,0.42,3.84,1.52,9.31,91,701,709,33,14.69,1.72,60.9,0,8.89,362,18.91,46.45,37.9,"MULTIPOLYGON (((-73.80589 40.6829, -73.79458 40.68611, -73.79373 40.68436, -73.79272 40.68465, -73.79266 40.68257, -73.79113 40.67777, -73.79232 40.67737, -73.79157 40.67575, -73.78989 40.6752, -73.7903 40.67336, -73.78808 40.67301, -73.78941 40.66684, -73.79306 40.66709, -73.79988 40.66659, -73.80166 40.66676, -73.80139 40.67312, -73.80589 40.6829)))",20.5,8,1.89
"10466",58393,75039,13185,6294,1348,24216,26.99,34235,0,4.19,7.98,33021,43.31,47.78,12.45,32,3.13,0,1.21,0.58,5.12,1.75,10.59,747,2227,2892,197,23.46,2.98,67.06,0.44,2.84,1880,39.49,44.83,36.6,"MULTIPOLYGON (((-73.86538 40.88688, -73.86136 40.89466, -73.86288 40.89515, -73.85926 40.90034, -73.85619 40.89919, -73.85624 40.89763, -73.85539 40.89888, -73.85343 40.89811, -73.84955 40.90304, -73.84704 40.90173, -73.84572 40.9048, -73.84473 40.90473, -73.8447 40.90418, -73.84139 40.90417, -73.84065 40.90141, -73.83922 40.89947, -73.8397 40.89738, -73.83841 40.89406, -73.82356 40.88986, -73.82324 40.8912, -73.81972 40.89021, -73.82375 40.88783, -73.82525 40.88682, -73.83324 40.88434, -73.83874 40.88127, -73.84128 40.88032, -73.84274 40.87942, -73.84328 40.87998, -73.84754 40.88093, -73.85569 40.88421, -73.86146 40.88602, -73.86538 40.88688)))",25.96,8.08,2.51
"10010",132988,35906,3610,743,2509,16815,4.81,21887,0,2.04,1.07,21721,8.87,50.49,7.85,41.05,1.58,0,3.1,3.34,27.1,6.2,3.69,125,667,433,58,10.6,60.85,9.14,0,16.2,1534,72.83,28.06,35.2,"MULTIPOLYGON (((-73.99206 40.74392, -73.99097 40.74542, -73.98775 40.74407, -73.98453 40.74271, -73.98498 40.74209, -73.97525 40.73801, -73.97372 40.73992, -73.9758 40.74064, -73.97315 40.74034, -73.97157 40.74299, -73.97294 40.7358, -73.97442 40.73642, -73.97365 40.73231, -73.97424 40.73254, -73.97986 40.73497, -73.98683 40.73794, -73.9873 40.7389, -73.98773 40.73832, -73.99094 40.73967, -73.99403 40.74122, -73.99206 40.74392)))",12.12,3.57,4.27
"11220",50191,93170,25201,15612,1399,27637,26.61,43610,0.06,9.07,5.04,41868,20.43,59.64,10.45,48.26,0.63,0.16,0.23,1.55,15.2,1.72,6.12,604,6103,7017,189,41.33,13.86,1.9,0.07,41.35,1389,63.17,41.9,34.8,"MULTIPOLYGON (((-74.03834 40.63707, -74.03586 40.64079, -74.03352 40.6443, -74.03264 40.6438, -74.0305 40.6453, -74.02826 40.64405, -74.02606 40.64626, -74.02929 40.64874, -74.02547 40.64683, -74.02406 40.6476, -74.02564 40.64975, -74.02441 40.65092, -74.02088 40.64874, -74.02146 40.64818, -74.01926 40.64685, -74.01343 40.65245, -74.0094 40.65276, -74.01055 40.65163, -74.00624 40.64902, -74.00682 40.64847, -74.00241 40.64581, -74.00211 40.6461, -73.99993 40.64431, -73.99773 40.64341, -73.99918 40.64203, -74.00325 40.6381, -74.00052 40.63646, -74.00124 40.63598, -74.00384 40.63755, -74.00796 40.63358, -74.00702 40.63211, -74.00854 40.63303, -74.01097 40.63068, -74.0127 40.62902, -74.01214 40.62868, -74.01285 40.62866, -74.01605 40.63103, -74.02604 40.63574, -74.03596 40.63882, -74.03607 40.63731, -74.03724 40.63598, -74.03877 40.63578, -74.03834 40.63707)))",43.8,14.93,1.49
"10039",42278,27854,7093,3320,965,11368,25.7,12281,0,2.68,7.46,11997,11.07,78.28,5.03,70.87,1.03,0,0.69,1.03,5.05,3.18,16.48,397,580,1168,17,32.53,6.34,56.8,0.2,1.59,273,80.52,39.31,35.1,"MULTIPOLYGON (((-73.94292 40.82326, -73.93925 40.8283, -73.93859 40.82972, -73.94017 40.83038, -73.94035 40.83046, -73.94031 40.83171, -73.93794 40.83446, -73.93508 40.83927, -73.93563 40.84128, -73.93467 40.84296, -73.93201 40.84658, -73.9293 40.84579, -73.9344 40.83605, -73.9347 40.83563, -73.93504 40.83401, -73.93382 40.81949, -73.93434 40.81876, -73.93426 40.81791, -73.93718 40.81914, -73.93623 40.82044, -73.94192 40.82284, -73.94241 40.82216, -73.94351 40.82263, -73.94292 40.82326)))",37.38,7.76,0.98
"11417",76868,31321,4179,2789,1604,8898,14.45,14863,0.32,6.78,10.87,14325,42.19,48.55,7.76,40.08,0.72,0,0.43,0.54,4.36,2.85,6.93,97,793,1135,107,37.51,19.37,6.09,0,29.66,587,20.77,44.41,38,"MULTIPOLYGON (((-73.86235 40.67916, -73.8582 40.67943, -73.85392 40.67969, -73.85099 40.68057, -73.85132 40.68124, -73.85048 40.68148, -73.85015 40.68081, -73.84844 40.68129, -73.84863 40.68168, -73.84787 40.68149, -73.8412 40.68335, -73.83808 40.68424, -73.83511 40.68509, -73.83427 40.68533, -73.83175 40.67954, -73.83094 40.67812, -73.83208 40.67526, -73.8359 40.67575, -73.83698 40.67468, -73.83331 40.66676, -73.83724 40.66736, -73.85711 40.67357, -73.86132 40.67502, -73.86235 40.67916)))",22.25,6.81,1.87
