"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-30","8.05","0.90","0.0","0.0","75","86","67","  110","  270","21.0","23.9","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-31","9.62","0.00","0.0","0.0","77","89","69","  260","  240","18.1","23.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-01","13.42","0.00","0.0","0.0","71","76","53","   30","   30","23.9","29.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-02","8.72","0.31","0.0","0.0","60","70","52","   40","   40","15.0","18.1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-03","14.32","0.00","0.0","0.0","67","78","60","  280","  310","25.9","38.0","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-04","10.07","0.00","0.0","0.0","67","80","55","  290","  320","21.0","25.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-05","13.20","0.01","0.0","0.0","67","72","54","   30","   30","23.0","28.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-06","5.82","0.10","0.0","0.0","61","79","48","  290","  280","16.1","19.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-07","8.72","0.00","0.0","0.0","71","81","60","   30","   40","17.0","21.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-08","8.28","0.00","0.0","0.0","64","73","59","   20","   30","15.0","17.0",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-09","5.82","1.31","0.0","0.0","66","82","57","   60","   60","21.0","23.9","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-10","7.83","1.34","0.0","0.0","65","71","60","  250","  230","19.9","25.9","    1","    1","    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-11","9.62","0.10","0.0","0.0","64","70","61","  100","   70","16.1","19.9","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-12","3.80","0.00","0.0","0.0","69","80","62","  220","  230","12.1","13.0","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-13","8.72","0.00","0.0","0.0","75","81","64","  320","  320","19.9","25.1","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-14","4.47","0.00","0.0","0.0","73","81","64","   80","   80","14.1","16.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-15","6.71","0.00","0.0","0.0","74","89","64","  160","  150","16.1","21.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-16","9.62","0.65","0.0","0.0","81","92","69","   30","   20","31.1","45.0","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-17","10.74","0.00","0.0","0.0","86","93","78","  210","  200","21.9","27.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-18","12.75","0.36","0.0","0.0","87","95","66","  360","  240","28.0","33.1","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-19","8.50","0.02","0.0","0.0","71","81","63","  340","   10","18.1","21.0","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-20","8.05","0.00","0.0","0.0","69","77","65","   40","   50","17.0","19.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-21","12.75","1.41","0.0","0.0","66","67","62","   70","   70","19.9","23.9","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-22","13.87","1.23","0.0","0.0","62","64","59","   40","   30","21.9","28.0","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-23","5.37","0.00","0.0","0.0","68","81","62","  100","  330","13.0","15.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-24","8.72","0.00","0.0","0.0","73","80","64","   20","   30","21.0","23.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-25","11.41","0.00","0.0","0.0","69","78","61","  100","  100","21.0","23.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-26","8.95","0.76","0.0","0.0","73","84","66","  180","  160","17.0","21.9","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-27","6.71","0.03","0.0","0.0","73","80","69","  280","  270","18.1","23.9","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-28","4.70","0.00","0.0","0.0","76","88","68","   90","   80","14.1","19.0","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-29","10.07","0.00","0.0","0.0","82","96","73","  200","  200","17.0","23.0",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-30","11.18","0.00","0.0","0.0","87","94","80","  190","  190","21.0","29.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-01","12.30","0.24","0.0","0.0","85","94","76","  260","  250","38.0","49.0","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-02","5.82","0.00","0.0","0.0","77","85","69","  100","   90","12.1","23.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-03","6.26","0.00","0.0","0.0","78","89","63","   80","   90","15.0","18.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-04","7.61","0.01","0.0","0.0","83","93","76","  190","  180","17.0","23.9",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-05","6.49","0.02","0.0","0.0","81","92","74","  290","  300","18.1","21.9",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-06","13.87","0.00","0.0","0.0","74","75","64","   40","   40","21.9","27.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-07","6.93","0.00","0.0","0.0","71","82","59","  110","   90","15.0","21.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-08","4.25","0.00","0.0","0.0","75","88","63","  170","  170","12.1","17.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-09","7.83","0.00","0.0","0.0","79","91","67","  240","  220","15.0","19.9",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-10","10.74","0.00","0.0","0.0","82","87","71","   30","   40","21.0","27.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-11","6.49","0.00","0.0","0.0","77","87","67","   40","   30","15.0","19.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-12","7.38","0.00","0.0","0.0","79","87","70","  200","  170","16.1","19.9",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-13","8.72","0.00","0.0","0.0","82","95","72","  240","  160","16.1","21.0",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-14","4.70","0.26","0.0","0.0","78","82","72","  260","  260","17.0","21.0","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-15","3.80","0.00","0.0","0.0","80","91","72","  300","  220","14.1","17.0","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-16","6.04","0.08","0.0","0.0","82","93","72","   60","  340","18.1","25.1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-17","9.84","0.00","0.0","0.0","77","81","68","   20","   20","18.1","23.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-18","7.38","0.00","0.0","0.0","72","80","63","   70","   50","14.1","19.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-19","10.29","0.03","0.0","0.0","76","87","67","  160","  170","19.9","25.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-20","11.63","0.15","0.0","0.0","76","78","70","  230","  230","21.0","28.0","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-21","12.97","0.12","0.0","0.0","71","79","69","  350","  350","19.9","25.9","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-22","14.76","0.13","0.0","0.0","71","76","67","   20","   30","23.9","29.1","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-23","9.17","0.00","0.0","0.0","72","82","65","   10","   10","17.0","25.1",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-24","4.92","0.00","0.0","0.0","75","88","66","  320","  320","14.1","18.1",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-25","7.83","0.00","0.0","0.0","79","90","67","  300","  300","14.1","18.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-26","10.29","0.03","0.0","0.0","77","81","66","  290","  240","18.1","25.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-27","8.05","0.00","0.0","0.0","70","79","62","  310","  300","16.1","21.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-28","5.59","0.00","0.0","0.0","71","82","61","  130","  350","12.1","19.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-29","2.91","0.07","0.0","0.0","72","83","62","  110","  100","15.0","21.0",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-30","6.04","0.00","0.0","0.0","72","82","62","  100","   70","15.0","19.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-31","7.61","0.00","0.0","0.0","73","80","66","   30","   70","15.0","19.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-01","7.61","0.00","0.0","0.0","73","85","63","  220","  220","21.0","30.0","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-02","8.95","0.00","0.0","0.0","77","85","70","  210","  260","17.0","21.9",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-03","4.03","0.00","0.0","0.0","77","89","67","  100","   90","17.0","21.0","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-04","9.62","0.00","0.0","0.0","82","97","71","  230","  240","21.0","25.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-05","12.53","0.00","0.0","0.0","85","94","75","  240","  230","25.1","33.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-06","6.71","0.34","0.0","0.0","78","81","69","  300","  300","19.9","35.1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-07","4.92","2.36","0.0","0.0","75","83","69","   30","   20","18.1","21.9","    1","    1","    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-08","5.82","0.00","0.0","0.0","74","85","69","   10","   10","13.0","16.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-09","9.62","0.43","0.0","0.0","78","89","69","  260","  250","25.1","32.0",,,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-10","9.17","0.00","0.0","0.0","76","83","70","   20","   20","19.9","23.9","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-11","4.70","0.00","0.0","0.0","77","88","68","   20","   30","21.0","23.0",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-12","6.04","0.00","0.0","0.0","79","87","70","   30","   20","15.0","19.0","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-13","2.91","0.00","0.0","0.0","77","89","66","  110","   30","13.0","16.1","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-14","5.14","0.00","0.0","0.0","79","87","71","  240","  240","12.1","16.1",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-15","5.82","0.01","0.0","0.0","80","85","73","  160","  170","17.0","21.0",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-16","4.47","0.50","0.0","0.0","77","86","69","  300","  300","16.1","19.9","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-17","5.59","0.11","0.0","0.0","75","85","68","   30","   60","14.1","17.0","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-18","8.50","0.00","0.0","0.0","75","80","70","   30","   20","16.1","19.9","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-19","6.49","0.00","0.0","0.0","76","86","68","   80","   90","17.0","21.9","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-20","10.07","0.82","0.0","0.0","75","79","69","  110","  110","16.1","25.9","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-21","10.51","0.13","0.0","0.0","72","78","66","   10","   10","29.1","36.9","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-22","8.72","0.00","0.0","0.0","69","79","58","  340","  350","18.1","23.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-23","6.49","0.00","0.0","0.0","70","80","60","  220","  210","16.1","21.0",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-24","11.86","0.04","0.0","0.0","68","72","63","  180","  160","21.9","29.1","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-25","6.71","0.06","0.0","0.0","71","86","66","  180","  180","15.0","19.9","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-26","8.95","0.00","0.0","0.0","81","93","72","  220","  220","21.9","31.1","    1","    1",,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-27","16.11","0.00","0.0","0.0","85","93","78","  200","  200","29.1","36.0",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-28","11.86","1.39","0.0","0.0","82","91","67","  330","  320","33.1","44.1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-29","9.40","0.42","0.0","0.0","72","76","65","  160","  160","23.9","33.1","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-30","6.71","0.00","0.0","0.0","68","73","61","   60","   60","14.1","17.0",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-31","7.83","0.00","0.0","0.0","70","85","60","  140","  140","25.1","31.1","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-01","7.83","0.16","0.0","0.0","76","86","72","  210","  200","21.9","29.1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-02","9.40","0.02","0.0","0.0","80","91","70","  220","  200","21.0","27.1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-03","6.71","1.79","0.0","0.0","77","88","70","   70","  100","21.0","28.0","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-04","7.61","0.00","0.0","0.0","79","92","71","  190","  190","15.0","19.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-05","12.08","0.24","0.0","0.0","83","91","69","  220","  210","23.9","31.1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-06","13.42","0.53","0.0","0.0","69","69","64","   20","   10","21.9","25.9","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-07","13.42","0.30","0.0","0.0","67","69","63","   40","   40","23.0","28.0","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-08","17.00","0.00","0.0","0.0","67","69","63","   50","   50","23.0","30.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-09","15.21","0.00","0.0","0.0","64","68","60","   30","   30","25.1","32.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-10","6.71","0.00","0.0","0.0","65","74","56","   10","  360","15.0","29.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-11","4.47","0.00","0.0","0.0","67","79","57","  180","  220","12.1","17.0","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-12","5.82","0.00","0.0","0.0","71","82","61","   80","   90","15.0","19.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-13","4.47","0.00","0.0","0.0","69","78","60","   80","   80","13.0","16.1",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-14","3.80","0.00","0.0","0.0","73","87","64","   60","   60","14.1","16.1",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-15","6.93","0.00","0.0","0.0","74","82","64","   30","   20","14.1","17.0","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-16","6.49","0.00","0.0","0.0","76","89","66","  110","  170","15.0","21.9","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-17","3.36","0.00","0.0","0.0","79","91","69","  100","   20","12.1","14.1",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-18","8.28","0.00","0.0","0.0","73","75","66","  360","  360","21.9","25.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-19","9.17","0.21","0.0","0.0","69","76","66","   10","  340","16.1","19.9","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-20","7.83","0.00","0.0","0.0","75","93","66","  210","  210","23.0","32.0","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-21","16.11","0.00","0.0","0.0","79","83","56","  210","  210","25.9","38.0",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-22","9.40","0.00","0.0","0.0","59","64","51","   60","   80","21.9","27.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-23","5.14","0.00","0.0","0.0","60","71","50","   80","   40","13.0","16.1","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-24","6.49","0.00","0.0","0.0","65","74","57","  120","   80","13.0","16.1","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-25","8.72","0.25","0.0","0.0","73","84","61","  290","  310","31.1","47.0","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-26","8.72","0.00","0.0","0.0","61","67","50","  320","  320","19.9","25.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-27","7.61","0.00","0.0","0.0","59","70","48","  200","  200","16.1","23.0",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-28","6.04","0.07","0.0","0.0","58","60","46","  280","  280","16.1","25.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-29","6.04","0.02","0.0","0.0","50","61","42","  100","  110","16.1","19.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-30","7.61","0.06","0.0","0.0","57","62","53","   30","   30","15.0","21.0","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-01","7.16","1.56","0.0","0.0","61","72","57","  320","  320","18.1","27.1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-02","5.14","0.01","0.0","0.0","62","67","58","  300","  290","15.0","21.0","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-03","13.87","0.00","0.0","0.0","70","88","59","  210","  290","28.0","42.9",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-04","16.11","0.04","0.0","0.0","66","77","52","   30","   40","23.9","31.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-05","7.16","1.24","0.0","0.0","57","65","54","  130","  120","16.1","21.9","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-06","8.05","0.12","0.0","0.0","64","70","57","   30","  320","17.0","23.9","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-07","10.51","0.52","0.0","0.0","58","63","57","   30","   40","17.0","21.9","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-08","8.72","0.15","0.0","0.0","69","85","63","  210","  200","21.0","33.1","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-09","10.29","0.01","0.0","0.0","76","85","70","  160","  200","21.0","29.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-10","13.42","0.35","0.0","0.0","73","75","51","  260","  260","28.0","42.9","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-11","13.87","0.00","0.0","0.0","50","51","40","  270","  270","23.9","36.0",,,,,,,,
